System_geom,1200,1200,400
#Detector,center,normal,top,h,w,t
Pt,"(848.256767, 927.100808, 91.268813)"
Pt,"(863.057843, 1141.417218, 192.656455)"
Pt,"(815.117530, 251.855879, 371.849295)"
Pt,"(275.208963, 100.840442, 65.804831)"
Pt,"(643.072320, 1163.382579, 87.849441)"
Pt,"(115.381146, 773.872979, 9.504659)"
Pt,"(880.592051, 1122.670016, 295.133352)"
Pt,"(485.355507, 796.778929, 386.739214)"
Pt,"(1178.928170, 151.137160, 91.994219)"
Pt,"(1010.438910, 121.581979, 253.907673)"
Pt,"(204.471205, 574.040517, 296.222692)"
Pt,"(1148.623185, 929.334127, 342.820520)"
Pt,"(439.300323, 155.111888, 144.185462)"
Pt,"(552.409512, 319.101732, 159.985636)"
Pt,"(526.974442, 266.811798, 265.129142)"
Pt,"(422.919485, 721.617623, 331.948121)"
Pt,"(390.977597, 1180.532929, 258.828486)"
Pt,"(649.407101, 257.534032, 284.194060)"
Pt,"(895.392944, 548.958780, 347.543546)"
Pt,"(826.265770, 937.538176, 397.350524)"
Pt,"(1004.628722, 31.459141, 217.402045)"
Pt,"(35.194504, 273.821730, 205.462202)"
Pt,"(343.123756, 1022.493774, 332.690845)"
Pt,"(904.368188, 564.956074, 219.822641)"
Pt,"(1061.062073, 227.519094, 398.611537)"
Pt,"(70.873932, 1102.436330, 341.763349)"
Pt,"(64.846064, 968.952941, 325.788927)"
Pt,"(296.805737, 785.115581, 135.782306)"
Pt,"(1146.851944, 533.042583, 254.157012)"
Pt,"(196.847604, 453.591648, 310.146585)"
Pt,"(321.863270, 576.606973, 154.437012)"
Pt,"(570.450621, 615.425848, 61.908849)"
Pt,"(297.020994, 608.416956, 291.488283)"
Pt,"(445.349095, 615.094005, 260.020574)"
Pt,"(224.516986, 892.699454, 322.451069)"
Pt,"(143.181848, 317.156085, 318.996818)"
Pt,"(1119.386233, 182.911584, 287.985058)"
Pt,"(610.045691, 155.912299, 114.122333)"
Pt,"(249.561704, 274.771030, 118.042467)"
Pt,"(1138.144047, 1176.446145, 303.022899)"
Pt,"(831.641423, 807.491117, 191.270982)"
Pt,"(482.045254, 664.255381, 0.344506)"
Pt,"(347.143528, 136.770700, 95.932033)"
Pt,"(691.210160, 879.620709, 87.222204)"
Pt,"(1135.390584, 645.024894, 235.280865)"
Pt,"(537.006442, 312.273499, 165.527724)"
Pt,"(74.904803, 494.337718, 44.086833)"
Pt,"(974.526107, 33.192627, 117.048545)"
Pt,"(662.668257, 872.501911, 56.573498)"
Pt,"(1014.965192, 828.459176, 147.984598)"
Pt,"(296.212980, 1127.056333, 48.223796)"
Pt,"(791.662937, 198.365030, 222.890650)"
Pt,"(209.842243, 528.973591, 48.453012)"
Pt,"(1015.150584, 537.894183, 321.231179)"
Pt,"(339.142647, 143.960540, 107.878333)"
Pt,"(207.443368, 442.607588, 131.933287)"
Pt,"(680.550633, 492.700149, 95.298761)"
Pt,"(199.652162, 940.455602, 202.412676)"
Pt,"(1151.453495, 681.826544, 89.008074)"
Pt,"(1018.295355, 1196.114785, 162.871919)"
Pt,"(37.578824, 991.022195, 171.226268)"
Pt,"(1140.133050, 1147.842306, 215.781618)"
Pt,"(878.474587, 698.729147, 269.492685)"
Pt,"(772.748678, 213.229210, 251.379020)"
Pt,"(858.187029, 267.962367, 386.455134)"
Pt,"(457.091450, 718.632257, 131.822683)"
Pt,"(1096.346562, 863.461405, 321.563705)"
Pt,"(938.624300, 1136.342924, 59.504536)"
Pt,"(436.946179, 44.544008, 348.094611)"
Pt,"(465.037785, 635.450403, 3.220757)"
Pt,"(41.719327, 527.712428, 149.584994)"
Pt,"(897.686518, 1096.479823, 285.747856)"
Pt,"(535.315240, 127.232429, 107.407514)"
Pt,"(385.667003, 276.069819, 231.711955)"
Pt,"(452.700637, 30.392094, 323.260109)"
Pt,"(689.166917, 601.599133, 154.299898)"
Pt,"(810.847101, 144.176099, 243.369543)"
Pt,"(796.133309, 142.430532, 8.937682)"
Pt,"(184.491965, 285.522553, 367.978949)"
Pt,"(654.443370, 991.261532, 332.580404)"
Pt,"(724.889468, 720.389599, 105.513639)"
Pt,"(305.801712, 1109.879973, 141.684464)"
Pt,"(926.194010, 1188.910520, 83.186514)"
Pt,"(235.005909, 1079.700192, 259.375522)"
Pt,"(143.652160, 947.534796, 214.049322)"
Pt,"(453.466800, 627.096431, 145.799780)"
Pt,"(725.426699, 168.709097, 5.487504)"
Pt,"(888.085225, 337.425418, 125.247331)"
Pt,"(123.465323, 1015.521814, 17.762894)"
Pt,"(335.845076, 727.457350, 373.529744)"
Pt,"(863.211604, 273.488375, 184.523384)"
Pt,"(1110.125529, 218.370806, 261.648999)"
Pt,"(1048.387667, 910.804218, 91.130310)"
Pt,"(160.290690, 472.385254, 241.725127)"
Pt,"(981.702377, 227.923517, 164.773074)"
Pt,"(551.394933, 917.217047, 160.105286)"
Pt,"(675.023484, 1183.543968, 264.888887)"
Pt,"(1151.783512, 751.301428, 395.246089)"
Pt,"(1120.116257, 511.397669, 286.684843)"
Pt,"(290.857442, 406.396413, 47.119099)"
Pt,"(616.191271, 541.971719, 221.261501)"
Pt,"(165.592366, 1170.976082, 390.557988)"
Pt,"(408.844239, 629.522298, 376.354692)"
Pt,"(244.207463, 1009.455497, 286.002494)"
Pt,"(363.232793, 544.054800, 183.799810)"
Pt,"(145.064800, 148.584689, 305.566083)"
Pt,"(241.210283, 1136.505287, 232.715752)"
Pt,"(194.829061, 524.317234, 132.416360)"
Pt,"(452.466421, 745.589611, 198.085431)"
Pt,"(402.535355, 897.307671, 151.026000)"
Pt,"(965.611112, 1111.377483, 25.816083)"
Pt,"(465.727745, 1165.895971, 44.487812)"
Pt,"(1055.408109, 1126.240214, 338.531216)"
Pt,"(484.054633, 843.964828, 185.077184)"
Pt,"(81.084396, 1018.093513, 148.658853)"
Pt,"(185.988092, 129.718771, 326.394403)"
Pt,"(470.972524, 688.986720, 188.559259)"
Pt,"(1149.776409, 721.399850, 397.658360)"
Pt,"(766.148946, 1011.479049, 9.571235)"
Pt,"(947.869325, 308.045012, 136.632722)"
Pt,"(230.649698, 90.924826, 296.920677)"
Pt,"(896.510530, 826.989020, 230.182865)"
Pt,"(48.246569, 993.724260, 11.784846)"
Pt,"(835.294462, 580.708152, 176.202779)"
Pt,"(318.153827, 333.046163, 188.659723)"
Pt,"(122.273794, 593.794448, 36.273555)"
Pt,"(984.644760, 431.669017, 171.836073)"
Pt,"(1034.072303, 579.501907, 394.666140)"
Pt,"(1152.910120, 499.839259, 283.169455)"
Pt,"(965.492582, 647.179015, 300.142038)"
Pt,"(1103.388437, 422.821257, 16.325504)"
Pt,"(177.203483, 140.032171, 383.172176)"
Pt,"(249.502001, 371.357791, 199.046763)"
Pt,"(35.616526, 233.935287, 109.203620)"
Pt,"(1087.987775, 871.332214, 223.699594)"
Pt,"(891.730280, 568.294891, 320.399232)"
Pt,"(37.130790, 409.620585, 297.155875)"
Pt,"(891.887625, 582.576981, 148.952210)"
Pt,"(913.251460, 1185.565241, 173.594721)"
Pt,"(28.891157, 1150.663130, 137.937820)"
Pt,"(844.315960, 488.485241, 355.973067)"
Pt,"(772.302252, 328.393136, 387.823540)"
Pt,"(994.530858, 924.992084, 150.343566)"
Pt,"(395.680348, 807.635640, 203.468671)"
Pt,"(964.826338, 1054.246357, 39.973549)"
Pt,"(422.179007, 1180.726951, 15.143612)"
Pt,"(726.147025, 850.032590, 65.702892)"
Pt,"(797.654503, 411.217803, 286.422646)"
Pt,"(399.847777, 1177.258942, 347.223903)"
Pt,"(1058.523052, 380.087837, 132.466552)"
Pt,"(640.994034, 538.784212, 295.836762)"
Pt,"(43.691656, 1.820528, 342.114448)"
Pt,"(574.609300, 68.578241, 316.562015)"
Pt,"(1174.785324, 546.080774, 221.611261)"
Pt,"(899.919289, 912.083822, 357.185103)"
Pt,"(548.865026, 0.832563, 342.737008)"
Pt,"(484.501243, 193.802078, 181.230863)"
Pt,"(1014.430403, 183.027122, 298.404953)"
Pt,"(999.903450, 296.017887, 79.015308)"
Pt,"(912.402153, 173.526231, 119.313687)"
Pt,"(865.483753, 575.796729, 121.603298)"
Pt,"(249.026485, 1170.364239, 42.620524)"
Pt,"(631.510827, 96.525856, 237.112616)"
Pt,"(293.093972, 230.399819, 299.701828)"
Pt,"(1041.380794, 623.666913, 96.643788)"
Pt,"(264.400330, 168.850479, 32.910214)"
Pt,"(1082.080565, 1172.366514, 34.897224)"
Pt,"(206.356501, 271.896798, 177.139170)"
Pt,"(2.868435, 468.085184, 64.385383)"
Pt,"(871.199726, 300.694609, 53.177170)"
Pt,"(771.983014, 604.231965, 47.246163)"
Pt,"(970.265206, 555.512356, 0.382690)"
Pt,"(13.752035, 252.976685, 105.796705)"
Pt,"(368.168780, 252.577734, 371.798730)"
Pt,"(629.503024, 737.550679, 78.405545)"
Pt,"(1109.508316, 310.948708, 93.962682)"
Pt,"(381.756683, 621.751897, 186.053021)"
Pt,"(302.788493, 399.751242, 347.695789)"
Pt,"(59.477998, 1026.198081, 189.926695)"
Pt,"(1127.322727, 63.728573, 224.877127)"
Pt,"(520.955875, 937.761495, 357.667699)"
Pt,"(67.664357, 1098.334205, 211.060102)"
Pt,"(12.000773, 756.646444, 250.958323)"
Pt,"(1142.424703, 763.213970, 295.444712)"
Pt,"(1194.114165, 568.040300, 248.056578)"
Pt,"(1152.806194, 441.928323, 258.085584)"
Pt,"(1060.048646, 166.683130, 280.187228)"
Pt,"(736.451709, 881.134475, 268.501301)"
Pt,"(720.241594, 851.079368, 382.763754)"
Pt,"(49.016571, 560.014921, 204.839456)"
Pt,"(207.842715, 958.545746, 388.653411)"
Pt,"(657.687613, 472.447802, 23.271017)"
Pt,"(484.749437, 873.671060, 50.524857)"
Pt,"(461.806242, 119.760654, 180.581401)"
Pt,"(733.189411, 35.038625, 372.471168)"
Pt,"(834.266678, 817.513150, 198.767580)"
Pt,"(720.094244, 224.776866, 263.223564)"
Pt,"(207.935140, 966.592752, 22.565881)"
Pt,"(372.685295, 432.602203, 100.681861)"
Pt,"(1023.768542, 185.136381, 21.866826)"
Pt,"(677.544792, 203.655679, 342.057012)"
Pt,"(724.406917, 144.012369, 239.416081)"
Pt,"(989.687858, 209.861113, 254.973263)"
Pt,"(796.882501, 401.805175, 70.234309)"
Pt,"(598.651269, 393.592389, 394.084368)"
Pt,"(172.214521, 1029.640046, 200.463504)"
Pt,"(489.319200, 113.615844, 19.360853)"
Pt,"(487.834461, 1002.582860, 206.711529)"
Pt,"(693.039894, 556.798752, 285.263759)"
Pt,"(996.118627, 817.914045, 308.855247)"
Pt,"(906.392302, 451.002568, 316.076265)"
Pt,"(443.751499, 668.704502, 283.375810)"
Pt,"(916.064040, 1183.357041, 124.754417)"
Pt,"(562.054183, 688.170838, 363.400312)"
Pt,"(79.293101, 679.716963, 128.102396)"
Pt,"(163.804309, 355.249672, 233.377822)"
Pt,"(1004.353771, 1074.172371, 170.762509)"
Pt,"(1059.760329, 181.657054, 103.288537)"
Pt,"(247.836766, 961.752854, 376.399393)"
Pt,"(1158.153648, 303.284270, 78.490604)"
Pt,"(1181.272081, 1059.137354, 143.658270)"
Pt,"(378.257184, 660.201798, 82.695966)"
Pt,"(797.762108, 639.934980, 47.482362)"
Pt,"(374.871738, 548.536959, 276.423855)"
Pt,"(771.998255, 0.800465, 264.931910)"
Pt,"(142.695595, 528.969805, 158.260534)"
Pt,"(296.220872, 647.630211, 267.029881)"
Pt,"(125.985160, 284.681611, 183.381598)"
Pt,"(345.149467, 1025.760015, 281.194221)"
Pt,"(646.565575, 770.431030, 392.630963)"
Pt,"(801.254599, 541.377402, 147.476297)"
Pt,"(62.358688, 603.363489, 127.309693)"
Pt,"(672.811839, 549.872129, 39.487119)"
Pt,"(815.598102, 533.760766, 147.512208)"
Pt,"(5.981840, 410.904824, 91.088674)"
Pt,"(999.252338, 356.873769, 202.124857)"
Pt,"(401.200083, 417.408340, 55.887022)"
Pt,"(998.398343, 621.420718, 106.757073)"
Pt,"(936.776466, 273.085820, 43.203484)"
Pt,"(178.291730, 1017.160952, 296.144102)"
Pt,"(574.517668, 286.380438, 104.252612)"
Pt,"(1009.776144, 399.628896, 170.584113)"
Pt,"(392.396198, 10.955012, 328.325507)"
Pt,"(885.529235, 78.146934, 245.285437)"
Pt,"(1034.457179, 1052.931643, 258.640864)"
Pt,"(166.239026, 1027.518854, 301.933222)"
Pt,"(1141.681113, 271.150184, 183.420124)"
Pt,"(746.807662, 655.165773, 334.057942)"
Pt,"(933.541665, 870.781613, 190.071663)"
Pt,"(409.695020, 589.258046, 118.383321)"
Pt,"(305.455080, 432.167889, 243.476016)"
Pt,"(678.681510, 400.827301, 212.722436)"
Pt,"(993.170534, 178.147864, 111.297879)"
Pt,"(85.978130, 1072.050605, 147.023927)"
Pt,"(900.053724, 1102.599233, 233.791480)"
Pt,"(268.226187, 523.490343, 15.506084)"
Pt,"(901.036408, 788.686881, 139.595550)"
Pt,"(1130.575466, 438.892393, 271.310488)"
Pt,"(971.452957, 398.527025, 155.512262)"
Pt,"(219.496958, 667.532892, 208.082663)"
Pt,"(600.460842, 612.556892, 80.979944)"
Pt,"(1124.475974, 866.962459, 200.319463)"
Pt,"(582.563793, 118.536739, 382.172610)"
Pt,"(85.542918, 574.878048, 25.580197)"
Pt,"(41.557239, 510.318382, 375.861711)"
Pt,"(347.448825, 505.759501, 122.050788)"
Pt,"(905.016243, 510.879009, 394.501143)"
Pt,"(708.183562, 705.585663, 147.583519)"
Pt,"(137.996533, 216.067084, 66.058143)"
Pt,"(57.221480, 459.459961, 269.037454)"
Pt,"(1163.889636, 967.722483, 118.690046)"
Pt,"(396.957778, 649.190530, 37.544087)"
Pt,"(1185.799856, 5.019587, 146.892370)"
Pt,"(820.795293, 295.724597, 254.836237)"
Pt,"(1175.606623, 1188.836679, 273.505686)"
Pt,"(234.570658, 246.024173, 281.152147)"
Pt,"(574.742483, 811.909760, 208.931155)"
Pt,"(16.340642, 693.069138, 120.230528)"
Pt,"(470.775806, 94.714962, 134.577373)"
Pt,"(465.945073, 1184.161663, 123.170989)"
Pt,"(715.340122, 528.103598, 321.018539)"
Pt,"(87.489741, 147.543966, 83.194654)"
Pt,"(871.818121, 474.029619, 352.380019)"
Pt,"(350.135779, 297.116774, 288.816493)"
Pt,"(949.463400, 253.821931, 180.687916)"
Pt,"(127.576525, 74.086036, 389.466423)"
Pt,"(862.719543, 1003.027237, 139.623977)"
Pt,"(373.958667, 435.644947, 241.274509)"
Pt,"(1196.612096, 1050.348113, 294.356238)"
Pt,"(891.191097, 592.339499, 69.472664)"
Pt,"(598.304573, 1037.078449, 273.974196)"
Pt,"(546.816251, 455.899390, 200.935239)"
Pt,"(906.333659, 1102.056911, 304.834077)"
Pt,"(628.002643, 1012.615205, 105.937263)"
Pt,"(103.657320, 939.757711, 170.519941)"
Pt,"(655.244881, 1152.883612, 191.130249)"
Pt,"(340.758894, 1121.001721, 131.068813)"
Pt,"(145.749312, 924.387808, 122.680935)"
Pt,"(242.346208, 241.209379, 117.794000)"
Pt,"(516.922337, 916.772667, 364.653603)"
Pt,"(470.140809, 1166.381593, 140.087616)"
Pt,"(906.965038, 1134.266875, 341.579439)"
Pt,"(281.613368, 624.124329, 208.216915)"
Pt,"(608.478589, 475.830908, 0.062016)"
Pt,"(494.349281, 1120.043970, 121.964782)"
Pt,"(207.382129, 890.872316, 365.826134)"
Pt,"(3.684450, 187.488109, 65.474242)"
Pt,"(1062.916174, 519.503797, 302.869891)"
Pt,"(283.013737, 222.939330, 229.152074)"
Pt,"(893.997914, 814.730483, 4.252933)"
Pt,"(544.378740, 105.461651, 373.357686)"
Pt,"(629.383210, 841.795563, 322.137838)"
Pt,"(987.601273, 629.259548, 394.957970)"
Pt,"(735.939034, 589.485824, 286.408785)"
Pt,"(145.348873, 793.908862, 344.412842)"
Pt,"(970.266673, 846.289142, 387.333833)"
Pt,"(678.817928, 703.982079, 252.260511)"
Pt,"(146.653198, 601.867727, 53.822244)"
Pt,"(724.981401, 1174.780817, 24.746141)"
Pt,"(1046.791261, 327.321335, 321.990726)"
Pt,"(417.852331, 585.695765, 181.981596)"
Pt,"(935.389791, 698.522215, 344.317357)"
Pt,"(763.557737, 647.537703, 69.667316)"
Pt,"(791.127991, 143.067637, 30.296064)"
Pt,"(422.352344, 0.227053, 105.022924)"
Pt,"(618.130951, 1049.188898, 185.441330)"
Pt,"(1101.014403, 58.710836, 302.540117)"
Pt,"(628.232995, 681.968313, 265.137811)"
Pt,"(290.229560, 917.761632, 237.502324)"
Pt,"(1066.156306, 264.895225, 370.827695)"
Pt,"(454.561575, 368.141308, 229.623411)"
Pt,"(510.431656, 618.264941, 75.359235)"
Pt,"(461.209863, 244.265172, 32.180956)"
Pt,"(390.009803, 1052.685167, 391.826069)"
Pt,"(797.341682, 809.309781, 354.340578)"
Pt,"(351.197909, 1003.852973, 116.674667)"
Pt,"(940.514886, 564.769002, 92.235676)"
Pt,"(1009.554762, 60.531369, 262.698072)"
Pt,"(578.043746, 609.537586, 293.376303)"
Pt,"(407.622918, 282.137389, 79.734680)"
Pt,"(849.125325, 543.361813, 292.688613)"
Pt,"(748.926979, 287.733370, 140.079190)"
Pt,"(1062.182015, 294.843899, 37.856122)"
Pt,"(976.479788, 1094.304276, 173.315828)"
Pt,"(435.086614, 932.499300, 188.810491)"
Pt,"(601.988386, 910.909251, 370.623056)"
Pt,"(84.226806, 579.132770, 122.737374)"
Pt,"(1070.669651, 965.655847, 383.801647)"
Pt,"(67.708031, 510.351559, 330.878321)"
Pt,"(338.447974, 435.781304, 101.582458)"
Pt,"(827.402120, 617.534136, 132.869194)"
Pt,"(112.693731, 1075.748529, 13.391072)"
Pt,"(112.052179, 34.364467, 395.043586)"
Pt,"(152.938532, 1007.932981, 61.398454)"
Pt,"(327.521621, 23.331989, 249.727742)"
Pt,"(525.884728, 280.753296, 7.875069)"
Pt,"(962.938344, 174.285261, 295.858517)"
Pt,"(957.255136, 1160.545621, 390.478193)"
Pt,"(583.516101, 8.603481, 397.829072)"
Pt,"(344.073382, 27.652591, 88.129475)"
Pt,"(537.597191, 135.238846, 299.546350)"
Pt,"(1097.990995, 952.466977, 98.105980)"
Pt,"(114.055063, 67.540450, 64.265352)"
Pt,"(70.239712, 629.637341, 25.766100)"
Pt,"(376.693693, 470.088604, 32.028873)"
Pt,"(1019.482350, 488.225730, 250.233563)"
Pt,"(18.642939, 204.457048, 370.933368)"
Pt,"(959.937568, 807.869280, 353.921917)"
Pt,"(24.901344, 700.410372, 152.210123)"
Pt,"(1178.181213, 842.001704, 191.748965)"
Pt,"(181.690706, 452.632306, 74.415389)"
Pt,"(589.826168, 367.651563, 386.732300)"
Pt,"(206.569177, 209.692316, 97.951458)"
Pt,"(275.360785, 1148.175866, 148.465106)"
Pt,"(423.087622, 667.438822, 213.891584)"
Pt,"(1112.539540, 665.537511, 281.611984)"
Pt,"(876.590869, 642.074514, 374.232712)"
Pt,"(336.485104, 984.774412, 199.218276)"
Pt,"(637.510475, 826.207971, 203.142622)"
Pt,"(826.409414, 175.937065, 142.064681)"
Pt,"(189.794211, 91.312240, 241.381030)"
Pt,"(102.854616, 141.891501, 365.585023)"
Pt,"(657.001075, 1074.068526, 280.447537)"
Pt,"(715.364842, 335.838121, 232.853653)"
Pt,"(331.237236, 34.621757, 120.910669)"
Pt,"(930.406196, 1008.142282, 109.273898)"
Pt,"(647.866653, 947.791921, 125.107466)"
Pt,"(601.512390, 408.704585, 295.580556)"
Pt,"(665.005960, 447.935972, 280.976100)"
Pt,"(504.749838, 1020.407263, 347.547681)"
Pt,"(148.791060, 1016.974896, 293.978565)"
Pt,"(160.384088, 163.631019, 386.424173)"
Pt,"(499.600640, 974.869390, 37.984663)"
Pt,"(123.141722, 8.946256, 267.423437)"
Pt,"(538.485216, 1037.187015, 132.750977)"
Pt,"(911.027822, 26.333385, 363.869547)"
Pt,"(686.737670, 1173.117031, 21.862965)"
Pt,"(12.986824, 550.133216, 59.918150)"
Pt,"(1195.474772, 606.551800, 348.628592)"
Pt,"(974.852412, 1035.564060, 175.650501)"
Pt,"(784.900411, 1000.949991, 153.163852)"
Pt,"(52.103553, 797.256221, 354.574369)"
Pt,"(263.897556, 1088.993039, 343.633213)"
Pt,"(514.087528, 330.831194, 36.292789)"
Pt,"(829.550356, 692.933633, 399.411608)"
Pt,"(69.389190, 978.077516, 373.209901)"
Pt,"(1032.518316, 1092.776407, 190.507047)"
Pt,"(281.494089, 500.540934, 387.829181)"
Pt,"(718.115880, 689.941537, 323.950554)"
Pt,"(898.668166, 756.341782, 131.048434)"
Pt,"(1006.410230, 819.533038, 249.895220)"
Pt,"(874.864096, 415.043063, 198.927458)"
Pt,"(1078.219050, 696.371046, 325.593104)"
Pt,"(1106.944343, 76.919981, 143.725848)"
Pt,"(634.642460, 665.887345, 210.662725)"
Pt,"(348.590642, 1114.608992, 4.193057)"
Pt,"(967.485235, 491.891672, 93.098267)"
Pt,"(355.865404, 899.069041, 211.520438)"
Pt,"(491.231600, 46.097923, 363.862808)"
Pt,"(338.325084, 595.117711, 103.281497)"
Pt,"(763.408992, 326.807139, 63.122842)"
Pt,"(325.012363, 1030.732370, 65.205219)"
Pt,"(391.926137, 599.546765, 64.595991)"
Pt,"(164.577113, 475.433315, 212.550844)"
Pt,"(359.579685, 521.385013, 325.691333)"
Pt,"(94.994429, 616.310855, 255.456253)"
Pt,"(350.675698, 288.725445, 18.471620)"
Pt,"(412.267645, 418.440692, 67.536941)"
Pt,"(26.042235, 343.018328, 28.367096)"
Pt,"(1139.854539, 762.551735, 272.912328)"
Pt,"(510.140052, 181.010362, 196.399769)"
Pt,"(460.870950, 800.280038, 200.432593)"
Pt,"(780.938971, 673.078392, 323.004407)"
Pt,"(231.349486, 82.919113, 3.586242)"
Pt,"(902.240823, 986.167422, 157.080542)"
Pt,"(976.132522, 1177.468514, 92.498638)"
Pt,"(443.875377, 53.055378, 131.714143)"
Pt,"(1127.326523, 228.861183, 185.857740)"
Pt,"(1115.603137, 743.494595, 1.221597)"
Pt,"(1143.394169, 1028.083638, 207.098515)"
Pt,"(273.615245, 333.537689, 156.869825)"
Pt,"(873.184941, 720.701991, 140.916567)"
Pt,"(172.987394, 401.845938, 89.046971)"
Pt,"(804.285429, 591.335878, 115.260344)"
Pt,"(244.388675, 914.476211, 32.429526)"
Pt,"(614.415690, 908.793414, 75.923004)"
Pt,"(998.453097, 442.900713, 103.751292)"
Pt,"(843.526425, 1056.415122, 216.786678)"
Pt,"(1164.100043, 491.647874, 230.220296)"
Pt,"(109.360448, 821.379357, 323.839139)"
Pt,"(810.344101, 1137.424741, 182.651482)"
Pt,"(51.463240, 852.243129, 302.301146)"
Pt,"(340.690500, 1071.499614, 107.419228)"
Pt,"(291.819038, 253.631377, 306.374285)"
Pt,"(398.273584, 997.410090, 353.796252)"
Pt,"(157.877064, 250.578348, 34.678184)"
Pt,"(424.843704, 682.619453, 142.812609)"
Pt,"(705.529360, 766.864933, 169.866468)"
Pt,"(170.227821, 78.484699, 73.639472)"
Pt,"(122.247143, 612.103674, 270.085459)"
Pt,"(126.009450, 862.779662, 276.289442)"
Pt,"(615.868062, 290.421775, 274.935644)"
Pt,"(529.642963, 200.768123, 109.607354)"
Pt,"(1060.504880, 762.390054, 133.300907)"
Pt,"(680.156080, 498.788747, 186.462581)"
Pt,"(1199.553451, 57.124469, 116.913753)"
Pt,"(693.698807, 323.862807, 119.368789)"
Pt,"(123.107435, 425.523697, 314.482240)"
Pt,"(71.491431, 994.517639, 54.880163)"
Pt,"(229.810335, 228.076493, 103.901434)"
Pt,"(944.945726, 409.963236, 121.536698)"
Pt,"(906.818866, 140.355038, 34.629412)"
Pt,"(506.258266, 473.888967, 31.428253)"
Pt,"(1199.566782, 299.762842, 311.091949)"
Pt,"(332.450240, 442.180827, 398.344962)"
Pt,"(874.914681, 364.873869, 4.812509)"
Pt,"(8.895281, 816.340745, 105.548385)"
Pt,"(741.265713, 787.003410, 179.170321)"
Pt,"(1040.657814, 385.898969, 369.985763)"
Pt,"(464.191396, 692.556849, 80.884196)"
Pt,"(1073.089844, 63.645221, 326.368305)"
Pt,"(656.250754, 967.895639, 0.677392)"
Pt,"(321.430516, 990.593561, 291.073378)"
Pt,"(635.119051, 25.802609, 362.345918)"
Pt,"(368.755041, 932.410696, 187.927089)"
Pt,"(381.645160, 569.094420, 398.883925)"
Pt,"(500.199075, 561.859175, 327.034395)"
Pt,"(244.693188, 39.837979, 191.839011)"
Pt,"(871.617017, 1171.729484, 273.033836)"
Pt,"(217.195678, 652.923978, 378.099511)"
Pt,"(165.821140, 49.158517, 221.998605)"
Pt,"(27.370669, 478.870770, 311.909375)"
Pt,"(981.443344, 697.828851, 292.646279)"
Pt,"(33.059011, 1179.375049, 208.654241)"
Pt,"(335.357481, 348.758566, 238.606485)"
Pt,"(826.522373, 660.280843, 390.742332)"
Pt,"(1136.164889, 354.560010, 168.412237)"
Pt,"(407.771352, 421.210397, 254.869406)"
Pt,"(257.186789, 478.485552, 208.014119)"
Pt,"(1017.929902, 93.645578, 0.661123)"
